story_id,source_file,domain,complexity,role,goal,benefit,connextra_valid,expected_test_scenarios,annotator_1_score,annotator_2_score,agreed_score,notes,llm_output,model_name,estimated_cost,error_log,run_timestamp
US038,parabol_blog,Parabol: Banking Systems,Medium,customer,"to categorize my transactions, so I can better understand and manage my spending habits",I can better understand and manage my spending habits,Yes,"1. Click unassigned transaction, select 'Groceries' category. 2. Setup rule: 'All Walmart = Groceries'; verify past transactions update. 3. View pie chart with updated category totals.",3,3,3.0,"Banking/PFM. 'Categorize transactions'. Very clear 'so I can' clause. Both annotators agreed it's a solid, testable story.","### (1) Gherkin Scenarios in .feature Format

```gherkin
Feature: Categorize Transactions
  As a customer
  I want to categorize my transactions
  So I can better understand and manage my spending habits

  Scenario: Categorize a single transaction
    Given I have a transaction of $50 at ""Grocery Store""
    When I categorize the transaction as ""Groceries""
    Then the transaction should be categorized as ""Groceries""

  Scenario: Categorize multiple transactions
    Given I have transactions of $50 at ""Grocery Store"" and $30 at ""Restaurant""
    When I categorize the first transaction as ""Groceries"" and the second transaction as ""Dining""
    Then the first transaction should be categorized as ""Groceries""
    And the second transaction should be categorized as ""Dining""

  Scenario: Change the category of a transaction
    Given I have a transaction of $50 at ""Grocery Store"" categorized as ""Groceries""
    When I change the category to ""Dining""
    Then the transaction should be categorized as ""Dining""

  Scenario: View categorized transactions
    Given I have transactions categorized as ""Groceries"" and ""Dining""
    When I view my transactions
    Then I should see transactions categorized as ""Groceries"" and ""Dining""
```

### (2) Step Definitions in Python

```python
from behave import given, when, then

@given('I have a transaction of ${amount} at ""{merchant}""')
def step_given_transaction(context, amount, merchant):
    context.transactions = [{'amount': amount, 'merchant': merchant, 'category': None}]

@given('I have transactions of ${amount1} at ""{merchant1}"" and ${amount2} at ""{merchant2}""')
def step_given_multiple_transactions(context, amount1, merchant1, amount2, merchant2):
    context.transactions = [
        {'amount': amount1, 'merchant': merchant1, 'category': None},
        {'amount': amount2, 'merchant': merchant2, 'category': None}
    ]

@when('I categorize the transaction as ""{category}""')
def step_when_categorize_transaction(context, category):
    context.transactions[0]['category'] = category

@when('I categorize the first transaction as ""{category1}"" and the second transaction as ""{category2}""')
def step_when_categorize_multiple_transactions(context, category1, category2):
    context.transactions[0]['category'] = category1
    context.transactions[1]['category'] = category2

@when('I change the category to ""{category}""')
def step_when_change_category(context, category):
    context.transactions[0]['category'] = category

@then('the transaction should be categorized as ""{category}""')
def step_then_transaction_categorized(context, category):
    assert context.transactions[0]['category'] == category

@then('the first transaction should be categorized as ""{category1}""')
def step_then_first_transaction_categorized(context, category1):
    assert context.transactions[0]['category'] == category1

@then('the second transaction should be categorized as ""{category2}""')
def step_then_second_transaction_categorized(context, category2):
    assert context.transactions[1]['category'] == category2

@given('I have transactions categorized as ""Groceries"" and ""Dining""')
def step_given_categorized_transactions(context):
    context.transactions = [
        {'amount': 50, 'merchant': 'Grocery Store', 'category': 'Groceries'},
        {'amount': 30, 'merchant': 'Restaurant', 'category': 'Dining'}
    ]

@when('I view my transactions')
def step_when_view_transactions(context):
    pass  # This step is a placeholder for viewing transactions

@then('I should see transactions categorized as ""Groceries"" and ""Dining""')
def step_then_view_categorized_transactions(context):
    categories = [transaction['category'] for transaction in context.transactions]
    assert 'Groceries' in categories
    assert 'Dining' in categories
```

### (3) Validation Checklist

- [ ] Verify that a single transaction can be categorized.
- [ ] Verify that multiple transactions can be categorized individually.
- [ ] Verify that the category of a transaction can be changed.
- [ ] Verify that categorized transactions are displayed correctly.
- [ ] Verify that transactions retain their categories after being viewed.
- [ ] Verify that the system handles invalid categories gracefully.
- [ ] Verify that the system handles edge cases such as empty transactions or null values.",gpt-4o-2024-05-13,0.01452,None,2026-07-16 00:59:04
US039,g25-duraspace.txt,Digital Repository (DuraSpace),Medium,repository manager,"to compose collections, limiting the collection to the items sharing the same provenance, limiting the collection to represent a part of a collection have a singular provenance, or assembly a collection from other collections and objects",Benefit not explicitly stated.,Yes,1. Select 5 items with provenance 'Batch A'; group into 'Collection A'. 2. Select 'Collection A' and 'Item B'; form 'Collection C' (nested). 3. Verify hierarchy renders correctly in tree view.,3,3,3.0,"Archive domain. Extremely verbose and complex goal ('compose collections, limiting...'). A1 penalized due to unreadable structure.","**1. Gherkin Scenarios in .feature format:**

```gherkin
Feature: Compose Collections

  Scenario: Limit collection to items sharing the same provenance
    Given I am a repository manager
    When I compose a collection
    Then the collection should be limited to items sharing the same provenance

  Scenario: Limit collection to represent a part of a collection with singular provenance
    Given I am a repository manager
    When I compose a collection
    Then the collection should represent a part of a collection with singular provenance

  Scenario: Assemble a collection from other collections and objects
    Given I am a repository manager
    When I compose a collection
    Then I should be able to assemble a collection from other collections and objects
```

**2. Step Definitions in Python:**

```python
from behave import given, when, then

@given('I am a repository manager')
def step_given_repository_manager(context):
    context.user_role = 'repository manager'

@when('I compose a collection')
def step_when_compose_collection(context):
    context.collection = compose_collection()

@then('the collection should be limited to items sharing the same provenance')
def step_then_limit_to_same_provenance(context):
    assert context.collection.is_limited_to_same_provenance()

@then('the collection should represent a part of a collection with singular provenance')
def step_then_represent_part_with_singular_provenance(context):
    assert context.collection.represents_part_with_singular_provenance()

@then('I should be able to assemble a collection from other collections and objects')
def step_then_assemble_from_collections_and_objects(context):
    assert context.collection.can_assemble_from_collections_and_objects()
```

**3. Validation Checklist:**

- [ ] Verify that the user is identified as a repository manager.
- [ ] Ensure the collection can be composed.
- [ ] Validate that the collection is limited to items sharing the same provenance.
- [ ] Confirm that the collection represents a part of a collection with singular provenance.
- [ ] Check that the collection can be assembled from other collections and objects.",gpt-4o-2024-05-13,0.00708,None,2026-07-16 00:59:06
US040,g24-unibath.txt,University Research Archive,Complex,depositor,to deposit arbitrarily large files,I am not limited in what files I can and cannot deposit,Yes,"1. Initiate 50GB file upload via web UI. 2. Disconnect WiFi at 50%, reconnect, verify upload resumes. 3. Post-upload, verify file checksum matches local file.",4,4,4.0,"Archive domain. 'Arbitrarily large files' is a testing nightmare. A2 flagged this for scope definition, resulting in a mid-tier score.","### (1) Gherkin Scenarios in .feature Format

```gherkin
Feature: Deposit arbitrarily large files

  Scenario: Successfully deposit a large file
    Given I am a registered depositor
    When I upload a file larger than 1GB
    Then the file should be successfully deposited
    And I should receive a confirmation message

  Scenario: Fail to deposit a file due to network interruption
    Given I am a registered depositor
    When I upload a file larger than 1GB
    And the network is interrupted
    Then the file should not be deposited
    And I should receive an error message

  Scenario: Fail to deposit a file due to insufficient storage
    Given I am a registered depositor
    When I upload a file larger than 1GB
    And there is insufficient storage space
    Then the file should not be deposited
    And I should receive an error message
```

### (2) Step Definitions in Python

```python
from behave import given, when, then

@given('I am a registered depositor')
def step_impl(context):
    context.depositor = Depositor()
    assert context.depositor.is_registered()

@when('I upload a file larger than 1GB')
def step_impl(context):
    context.file = generate_large_file(size_in_gb=2)
    context.upload_result = context.depositor.upload_file(context.file)

@when('the network is interrupted')
def step_impl(context):
    simulate_network_interruption()

@when('there is insufficient storage space')
def step_impl(context):
    simulate_insufficient_storage()

@then('the file should be successfully deposited')
def step_impl(context):
    assert context.upload_result.success

@then('I should receive a confirmation message')
def step_impl(context):
    assert context.upload_result.message == ""File successfully deposited""

@then('the file should not be deposited')
def step_impl(context):
    assert not context.upload_result.success

@then('I should receive an error message')
def step_impl(context):
    assert context.upload_result.message == ""Error: File could not be deposited""
```

### (3) Validation Checklist

- [ ] Verify that the depositor is registered.
- [ ] Verify that a file larger than 1GB can be generated.
- [ ] Verify that the file upload process completes successfully for large files.
- [ ] Verify that a confirmation message is received upon successful deposit.
- [ ] Simulate network interruption and verify that the file is not deposited.
- [ ] Verify that an error message is received when the network is interrupted.
- [ ] Simulate insufficient storage and verify that the file is not deposited.
- [ ] Verify that an error message is received when there is insufficient storage.",gpt-4o-2024-05-13,0.00893,None,2026-07-16 00:59:09
US041,g05-openspending.txt,Open Data Publishing,Complex,Data Consuming User,to see textual descriptions that accompany embedded visualisations,I can more easily understand what I am viewing,Yes,Visualisation displayed with accompanying text description; Description appears adjacent to or below the chart; Description updates when visualisation data changes; Page renders correctly when no description is provided,4,3,4.0,"Clear accessibility/comprehension story. Benefit ('understand what I am viewing') is concrete. Annotator 2 noted 'textual descriptions' could mean tooltip, caption, or alt-text — ambiguity in implementation spec.","### (1) Gherkin Scenarios in .feature format

```gherkin
Feature: Display textual descriptions for visualisations

  Scenario: Display textual description for a single visualisation
    Given a visualisation is embedded in the application
    When the user views the visualisation
    Then a textual description should be displayed alongside the visualisation

  Scenario: Display textual descriptions for multiple visualisations
    Given multiple visualisations are embedded in the application
    When the user views the visualisations
    Then textual descriptions should be displayed alongside each visualisation

  Scenario: No visualisation present
    Given no visualisation is embedded in the application
    When the user views the application
    Then no textual description should be displayed
```

### (2) Step Definitions in Python

```python
from behave import given, when, then

@given('a visualisation is embedded in the application')
def step_given_visualisation_embedded(context):
    context.visualisation = True

@given('multiple visualisations are embedded in the application')
def step_given_multiple_visualisations_embedded(context):
    context.visualisations = [True, True]

@given('no visualisation is embedded in the application')
def step_given_no_visualisation_embedded(context):
    context.visualisation = False

@when('the user views the visualisation')
def step_when_user_views_visualisation(context):
    context.user_views = True

@when('the user views the visualisations')
def step_when_user_views_visualisations(context):
    context.user_views = True

@when('the user views the application')
def step_when_user_views_application(context):
    context.user_views = True

@then('a textual description should be displayed alongside the visualisation')
def step_then_textual_description_displayed(context):
    assert context.visualisation and context.user_views

@then('textual descriptions should be displayed alongside each visualisation')
def step_then_textual_descriptions_displayed(context):
    assert all(context.visualisations) and context.user_views

@then('no textual description should be displayed')
def step_then_no_textual_description_displayed(context):
    assert not context.visualisation and context.user_views
```

### (3) Validation Checklist

- [ ] Verify that a textual description is displayed when a single visualisation is embedded.
- [ ] Verify that textual descriptions are displayed for each visualisation when multiple visualisations are embedded.
- [ ] Verify that no textual description is displayed when no visualisation is embedded.
- [ ] Ensure that textual descriptions are correctly aligned with their respective visualisations.
- [ ] Check that the textual descriptions are clear and informative.
- [ ] Validate that the application handles the absence of visualisations gracefully without displaying any textual descriptions.
- [ ] Confirm that the user interface remains consistent and user-friendly when textual descriptions are displayed.",gpt-4o-2024-05-13,0.009105,None,2026-07-16 00:59:12
US042,g26-racdam.txt,Digital Asset Management,Medium,archivist,to track use of a photo,I know if I've sent it to a researcher before,Yes,1. View Photo Details; see 'Downloads: 14'. 2. Click count to open log; view timestamps and User IDs. 3. Export usage log to CSV.,4,4,4.0,Photo management. Benefit 'I know if I've sent it' is very practical. Both annotators gave high marks. Good real-world context.,"### (1) Gherkin Scenarios in .feature format

```gherkin
Feature: Track use of a photo

  Scenario: Archivist sends a photo to a researcher for the first time
    Given the photo ""photo123"" is not marked as sent
    When the archivist sends the photo ""photo123"" to the researcher ""researcherA""
    Then the photo ""photo123"" should be marked as sent to ""researcherA""

  Scenario: Archivist checks if a photo has been sent to a researcher
    Given the photo ""photo123"" is marked as sent to ""researcherA""
    When the archivist checks if the photo ""photo123"" has been sent to ""researcherA""
    Then the system should confirm that the photo ""photo123"" has been sent to ""researcherA""

  Scenario: Archivist sends a photo to a researcher that has already been sent
    Given the photo ""photo123"" is marked as sent to ""researcherA""
    When the archivist sends the photo ""photo123"" to the researcher ""researcherA""
    Then the system should notify the archivist that the photo ""photo123"" has already been sent to ""researcherA""
```

### (2) Step Definitions in Python

```python
from behave import given, when, then

photos_sent = {}

@given('the photo ""{photo_id}"" is not marked as sent')
def step_given_photo_not_marked_as_sent(context, photo_id):
    photos_sent[photo_id] = []

@given('the photo ""{photo_id}"" is marked as sent to ""{researcher_id}""')
def step_given_photo_marked_as_sent(context, photo_id, researcher_id):
    photos_sent[photo_id] = [researcher_id]

@when('the archivist sends the photo ""{photo_id}"" to the researcher ""{researcher_id}""')
def step_when_archivist_sends_photo(context, photo_id, researcher_id):
    if researcher_id not in photos_sent[photo_id]:
        photos_sent[photo_id].append(researcher_id)
        context.notification = None
    else:
        context.notification = f'The photo ""{photo_id}"" has already been sent to ""{researcher_id}""'

@when('the archivist checks if the photo ""{photo_id}"" has been sent to ""{researcher_id}""')
def step_when_archivist_checks_photo(context, photo_id, researcher_id):
    context.photo_sent = researcher_id in photos_sent[photo_id]

@then('the photo ""{photo_id}"" should be marked as sent to ""{researcher_id}""')
def step_then_photo_marked_as_sent(context, photo_id, researcher_id):
    assert researcher_id in photos_sent[photo_id], f'Photo {photo_id} not marked as sent to {researcher_id}'

@then('the system should confirm that the photo ""{photo_id}"" has been sent to ""{researcher_id}""')
def step_then_system_confirms_photo_sent(context, photo_id, researcher_id):
    assert context.photo_sent, f'System did not confirm that photo {photo_id} has been sent to {researcher_id}'

@then('the system should notify the archivist that the photo ""{photo_id}"" has already been sent to ""{researcher_id}""')
def step_then_system_notifies_archivist(context, photo_id, researcher_id):
    assert context.notification == f'The photo ""{photo_id}"" has already been sent to ""{researcher_id}""', \
        f'Expected notification not received'
```

### (3) Validation Checklist

- [ ] Verify that a photo can be marked as sent to a researcher.
- [ ] Verify that the system can check if a photo has been sent to a specific researcher.
- [ ] Verify that the system notifies the archivist if a photo has already been sent to the same researcher.
- [ ] Verify that the system does not mark a photo as sent to a researcher if it has already been marked.
- [ ] Verify that the system correctly updates the status of a photo when it is sent to a new researcher.
- [ ] Verify that the system maintains a list of researchers to whom a photo has been sent.
- [ ] Verify that the system handles multiple photos and researchers correctly.",gpt-4o-2024-05-13,0.013675,None,2026-07-16 00:59:15
US043,g03-loudoun.txt,Government Services,Simple,Applicant,to Submit Supporting Documentation,I can satisfy documentation requirements for my application,Yes,"1. Upload 3 PDFs (Tax Form, ID, Statement) simultaneously. 2. Attempt to upload .exe file (rejected). 3. Submit application, verify all 3 docs are attached to reviewer payload.",4,4,4.0,"Application portal. 'Submit Supporting Documentation'. Clear goal, but role is generic. Solid story overall.","### (1) Gherkin Scenarios in .feature Format

```gherkin
Feature: Submit Supporting Documentation

  Scenario: Successfully submit supporting documentation
    Given I am an applicant
    And I have completed my application form
    When I upload the required supporting documents
    And I click the submit button
    Then I should see a confirmation message
    And my documents should be marked as submitted

  Scenario: Fail to submit supporting documentation due to missing documents
    Given I am an applicant
    And I have completed my application form
    When I attempt to submit without uploading all required documents
    Then I should see an error message indicating missing documents
    And my documents should not be marked as submitted

  Scenario: Fail to submit supporting documentation due to invalid file format
    Given I am an applicant
    And I have completed my application form
    When I upload a document in an invalid file format
    And I click the submit button
    Then I should see an error message indicating invalid file format
    And my documents should not be marked as submitted
```

### (2) Step Definitions in Python

```python
from behave import given, when, then

@given('I am an applicant')
def step_impl(context):
    context.applicant = Applicant()

@given('I have completed my application form')
def step_impl(context):
    context.applicant.complete_application_form()

@when('I upload the required supporting documents')
def step_impl(context):
    context.applicant.upload_supporting_documents()

@when('I click the submit button')
def step_impl(context):
    context.applicant.click_submit_button()

@then('I should see a confirmation message')
def step_impl(context):
    assert context.applicant.get_confirmation_message() == ""Your documents have been submitted successfully.""

@then('my documents should be marked as submitted')
def step_impl(context):
    assert context.applicant.documents_status() == ""submitted""

@when('I attempt to submit without uploading all required documents')
def step_impl(context):
    context.applicant.attempt_submit_without_all_documents()

@then('I should see an error message indicating missing documents')
def step_impl(context):
    assert context.applicant.get_error_message() == ""Please upload all required documents.""

@then('my documents should not be marked as submitted')
def step_impl(context):
    assert context.applicant.documents_status() != ""submitted""

@when('I upload a document in an invalid file format')
def step_impl(context):
    context.applicant.upload_invalid_format_document()

@then('I should see an error message indicating invalid file format')
def step_impl(context):
    assert context.applicant.get_error_message() == ""Invalid file format. Please upload a valid document.""
```

### (3) Validation Checklist

- [ ] Verify that the applicant can access the document submission page.
- [ ] Verify that the applicant can upload supporting documents.
- [ ] Verify that the submit button is enabled after uploading documents.
- [ ] Verify that a confirmation message is displayed upon successful submission.
- [ ] Verify that documents are marked as submitted after successful submission.
- [ ] Verify that an error message is displayed if the applicant attempts to submit without uploading all required documents.
- [ ] Verify that documents are not marked as submitted if submission fails due to missing documents.
- [ ] Verify that an error message is displayed if the applicant uploads a document in an invalid file format.
- [ ] Verify that documents are not marked as submitted if submission fails due to invalid file format.",gpt-4o-2024-05-13,0.011175000000000001,None,2026-07-16 00:59:19
US044,g16-mis.txt,Management Information System,Medium,DigitalRecords Archivist,to view and download summary embargo metadata for all ETDs in the repository,Benefit not explicitly stated.,Yes,"1. Click 'Export Embargoes'. 2. Open resulting CSV; verify columns: Title, Author, Embargo End Date. 3. Log in as student; verify export button is completely hidden.",3,2,2.0,"Missing benefit. 'View and download summary embargo metadata'. Highly specific to ETDs, but format is incomplete without the 'so that'.","**(1) Gherkin Scenarios in .feature format:**

```gherkin
Feature: View and download summary embargo metadata for all ETDs

  Scenario: View summary embargo metadata for all ETDs
    Given I am logged in as a DigitalRecords Archivist
    When I navigate to the ETD repository
    And I request to view summary embargo metadata
    Then I should see the summary embargo metadata for all ETDs

  Scenario: Download summary embargo metadata for all ETDs
    Given I am logged in as a DigitalRecords Archivist
    When I navigate to the ETD repository
    And I request to download summary embargo metadata
    Then a file containing the summary embargo metadata for all ETDs should be downloaded
```

**(2) Step Definitions in Python:**

```python
from behave import given, when, then

@given('I am logged in as a DigitalRecords Archivist')
def step_impl(context):
    context.browser.visit(context.base_url + '/login')
    context.browser.fill('username', 'archivist')
    context.browser.fill('password', 'password')
    context.browser.find_by_value('Login').click()

@when('I navigate to the ETD repository')
def step_impl(context):
    context.browser.visit(context.base_url + '/etd-repository')

@when('I request to view summary embargo metadata')
def step_impl(context):
    context.browser.find_by_id('view-embargo-metadata').click()

@then('I should see the summary embargo metadata for all ETDs')
def step_impl(context):
    assert context.browser.is_text_present('Summary Embargo Metadata')

@when('I request to download summary embargo metadata')
def step_impl(context):
    context.browser.find_by_id('download-embargo-metadata').click()

@then('a file containing the summary embargo metadata for all ETDs should be downloaded')
def step_impl(context):
    # Assuming the file is downloaded to a predefined directory
    import os
    assert os.path.exists('/path/to/download/directory/embargo_metadata.csv')
```

**(3) Validation Checklist:**

- [ ] Verify that the DigitalRecords Archivist can log in successfully.
- [ ] Verify that the DigitalRecords Archivist can navigate to the ETD repository.
- [ ] Verify that the option to view summary embargo metadata is available.
- [ ] Verify that the summary embargo metadata for all ETDs is displayed correctly.
- [ ] Verify that the option to download summary embargo metadata is available.
- [ ] Verify that the file containing the summary embargo metadata is downloaded successfully.
- [ ] Verify that the downloaded file contains the correct summary embargo metadata for all ETDs.",gpt-4o-2024-05-13,0.008719999999999999,None,2026-07-16 00:59:21
US045,g18-neurohub.txt,Neuroscience Research Platform,Medium,researcher,to have the ability to attach detailed meta data to the data and entries that I create,Benefit not explicitly stated.,Yes,"1. Open entry #102; add custom field key='Source', value='Field Survey'. 2. Edit 'Source' to 'Lab Test'. 3. API query filtering by metadata key 'Source' returns correct entry.",3,2,2.0,Data entry. 'Attach detailed meta data'. A1 flagged 'detailed' as ambiguous. Resolved to lower score to encourage clarity.,"**(1) Gherkin Scenarios in .feature format:**

```gherkin
Feature: Attach detailed meta data to data and entries

  Scenario: Attach meta data to a new data entry
    Given I am a logged-in researcher
    When I create a new data entry
    And I attach detailed meta data to the entry
    Then the meta data should be saved with the entry

  Scenario: View meta data of an existing data entry
    Given I am a logged-in researcher
    And I have an existing data entry with meta data
    When I view the data entry
    Then I should see the attached meta data

  Scenario: Edit meta data of an existing data entry
    Given I am a logged-in researcher
    And I have an existing data entry with meta data
    When I edit the meta data of the entry
    And I save the changes
    Then the updated meta data should be saved with the entry

  Scenario: Delete meta data from an existing data entry
    Given I am a logged-in researcher
    And I have an existing data entry with meta data
    When I delete the meta data from the entry
    And I save the changes
    Then the meta data should be removed from the entry
```

**(2) Step Definitions in Python:**

```python
from behave import given, when, then

@given('I am a logged-in researcher')
def step_impl(context):
    context.researcher = login_as_researcher()

@when('I create a new data entry')
def step_impl(context):
    context.entry = create_new_data_entry()

@when('I attach detailed meta data to the entry')
def step_impl(context):
    context.meta_data = attach_meta_data(context.entry)

@then('the meta data should be saved with the entry')
def step_impl(context):
    assert context.entry.meta_data == context.meta_data

@given('I have an existing data entry with meta data')
def step_impl(context):
    context.entry = get_existing_data_entry_with_meta_data()

@when('I view the data entry')
def step_impl(context):
    context.viewed_entry = view_data_entry(context.entry)

@then('I should see the attached meta data')
def step_impl(context):
    assert context.viewed_entry.meta_data == context.entry.meta_data

@when('I edit the meta data of the entry')
def step_impl(context):
    context.updated_meta_data = edit_meta_data(context.entry)

@when('I save the changes')
def step_impl(context):
    save_changes(context.entry)

@then('the updated meta data should be saved with the entry')
def step_impl(context):
    assert context.entry.meta_data == context.updated_meta_data

@when('I delete the meta data from the entry')
def step_impl(context):
    delete_meta_data(context.entry)

@then('the meta data should be removed from the entry')
def step_impl(context):
    assert context.entry.meta_data is None
```

**(3) Validation Checklist:**

- [ ] Verify that a researcher can log in successfully.
- [ ] Verify that a researcher can create a new data entry.
- [ ] Verify that detailed meta data can be attached to a new data entry.
- [ ] Verify that the attached meta data is saved with the new data entry.
- [ ] Verify that a researcher can view an existing data entry with meta data.
- [ ] Verify that the meta data is visible when viewing the data entry.
- [ ] Verify that a researcher can edit the meta data of an existing data entry.
- [ ] Verify that the updated meta data is saved with the data entry.
- [ ] Verify that a researcher can delete the meta data from an existing data entry.
- [ ] Verify that the meta data is removed from the data entry after deletion.",gpt-4o-2024-05-13,0.012215,None,2026-07-16 00:59:24
US046,g19-alfred.txt,Smart Home / IoT,Simple,MedicalCaregiver,to have ALFRED to offer training for specific muscle groups,Benefit not explicitly stated.,Yes,1. Select 'Chest' from muscle group filter; see only bench press/pushup plans. 2. Verify ALFRED system generates dynamic 4-week calendar for selected group. 3. Check progress bar updates per muscle.,2,3,2.0,"Fitness domain. 'ALFRED to offer training'. 'ALFRED' is the system, not the user. Annotators penalized because it's written from system's perspective.","**(1) Gherkin Scenarios in .feature format:**

```gherkin
Feature: Training for specific muscle groups

  Scenario: MedicalCaregiver requests training for a specific muscle group
    Given I am a MedicalCaregiver
    When I request training for the ""upper body"" muscle group
    Then ALFRED should offer training for the ""upper body"" muscle group

  Scenario: MedicalCaregiver requests training for another specific muscle group
    Given I am a MedicalCaregiver
    When I request training for the ""lower body"" muscle group
    Then ALFRED should offer training for the ""lower body"" muscle group

  Scenario: MedicalCaregiver requests training for an invalid muscle group
    Given I am a MedicalCaregiver
    When I request training for the ""unknown"" muscle group
    Then ALFRED should notify that the muscle group is invalid
```

**(2) Step Definitions in Python:**

```python
from behave import given, when, then

@given('I am a MedicalCaregiver')
def step_impl(context):
    context.user_role = 'MedicalCaregiver'

@when('I request training for the ""{muscle_group}"" muscle group')
def step_impl(context, muscle_group):
    context.requested_muscle_group = muscle_group
    context.response = ALFRED.offer_training(muscle_group)

@then('ALFRED should offer training for the ""{muscle_group}"" muscle group')
def step_impl(context, muscle_group):
    assert context.response == f""Training offered for {muscle_group} muscle group""

@then('ALFRED should notify that the muscle group is invalid')
def step_impl(context):
    assert context.response == ""Invalid muscle group""
```

**(3) Validation Checklist:**

- [ ] Verify that the user role is set to MedicalCaregiver.
- [ ] Verify that ALFRED can offer training for the ""upper body"" muscle group.
- [ ] Verify that ALFRED can offer training for the ""lower body"" muscle group.
- [ ] Verify that ALFRED notifies the user when an invalid muscle group is requested.
- [ ] Verify that the response message for valid muscle groups is correctly formatted.
- [ ] Verify that the response message for invalid muscle groups is correctly formatted.",gpt-4o-2024-05-13,0.007625,None,2026-07-16 00:59:26
US047,g02-federalspending.txt,Federal Spending,Simple,user,to access the raw agency published files from FABS via USAspending,Benefit not explicitly stated.,Yes,"1. Access USAspending portal, locate FABS dataset. 2. Click 'Download Raw XML'; verify file size is non-zero. 3. Verify XML schema matches federal standard.",2,2,2.0,Data portal. 'Access raw agency published files'. Missing benefit. Straightforward but incomplete format.,"### (1) Gherkin Scenarios in .feature format

```gherkin
Feature: Access raw agency published files from FABS via USAspending

  Scenario: User accesses the raw agency published files
    Given the user is on the USAspending homepage
    When the user navigates to the FABS section
    And the user selects the option to view raw agency published files
    Then the raw agency published files should be displayed
```

### (2) Step Definitions in Python

```python
from behave import given, when, then
from selenium import webdriver

@given('the user is on the USAspending homepage')
def step_impl(context):
    context.browser = webdriver.Chrome()
    context.browser.get('https://www.usaspending.gov')

@when('the user navigates to the FABS section')
def step_impl(context):
    fabs_section = context.browser.find_element_by_link_text('FABS')
    fabs_section.click()

@when('the user selects the option to view raw agency published files')
def step_impl(context):
    raw_files_option = context.browser.find_element_by_link_text('Raw Agency Published Files')
    raw_files_option.click()

@then('the raw agency published files should be displayed')
def step_impl(context):
    raw_files_displayed = context.browser.find_element_by_id('raw-files')
    assert raw_files_displayed.is_displayed()
    context.browser.quit()
```

### (3) Validation Checklist

- [ ] Verify the user can access the USAspending homepage.
- [ ] Verify the user can navigate to the FABS section.
- [ ] Verify the user can select the option to view raw agency published files.
- [ ] Verify the raw agency published files are displayed correctly.",gpt-4o-2024-05-13,0.005825,None,2026-07-16 00:59:28
US048,g18-neurohub.txt,Neuroscience Research Platform,Complex,systems administrator,to install Neurohub dependencies into an Ubuntu 10.04 LTS machine using the normal Ubuntu package management tools,Benefit not explicitly stated.,Yes,1. Run 'sudo apt-get install neurohub-deps' on clean Ubuntu 10.04 VM. 2. Run 'neurohub --version' to confirm successful launch. 3. Run on Ubuntu 22.04; verify graceful OS unsupported error.,2,2,2.0,DevOps task ('install Neurohub dependencies into Ubuntu 10.04'). Complete anti-pattern. Both annotators rejected it as a user story.,"**(1) Gherkin Scenarios in .feature format:**

```gherkin
Feature: Install Neurohub dependencies on Ubuntu 10.04 LTS

  Scenario: Update package list
    Given I have an Ubuntu 10.04 LTS machine
    When I update the package list
    Then the package list should be updated successfully

  Scenario: Install Neurohub dependencies
    Given I have an updated package list
    When I install Neurohub dependencies
    Then the dependencies should be installed successfully
```

**(2) Step Definitions in Python:**

```python
from behave import given, when, then
import subprocess

@given('I have an Ubuntu 10.04 LTS machine')
def step_given_ubuntu_machine(context):
    # Assuming the machine is already Ubuntu 10.04 LTS
    pass

@when('I update the package list')
def step_when_update_package_list(context):
    result = subprocess.run(['sudo', 'apt-get', 'update'], capture_output=True, text=True)
    context.update_result = result

@then('the package list should be updated successfully')
def step_then_package_list_updated(context):
    assert context.update_result.returncode == 0, ""Package list update failed""

@given('I have an updated package list')
def step_given_updated_package_list(context):
    result = subprocess.run(['sudo', 'apt-get', 'update'], capture_output=True, text=True)
    assert result.returncode == 0, ""Package list update failed""

@when('I install Neurohub dependencies')
def step_when_install_dependencies(context):
    dependencies = [""dependency1"", ""dependency2"", ""dependency3""]  # Replace with actual dependencies
    result = subprocess.run(['sudo', 'apt-get', 'install', '-y'] + dependencies, capture_output=True, text=True)
    context.install_result = result

@then('the dependencies should be installed successfully')
def step_then_dependencies_installed(context):
    assert context.install_result.returncode == 0, ""Dependencies installation failed""
```

**(3) Validation Checklist:**

- [ ] Verify that the machine is running Ubuntu 10.04 LTS.
- [ ] Ensure that the package list can be updated without errors.
- [ ] Confirm that the package list update completes successfully.
- [ ] Check that the Neurohub dependencies are listed correctly.
- [ ] Validate that the dependencies can be installed without errors.
- [ ] Confirm that the dependencies installation completes successfully.",gpt-4o-2024-05-13,0.008164999999999999,None,2026-07-16 00:59:30
